epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
32,5456.89,0.76236,0.58154,1.2993,0.04476,0.94876,0.91455,0.96279,0.84729,0.52612,0.99579,0.88819,0.03883,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,5621.54,0.75372,0.5674,1.29677,0.04664,0.94513,0.92006,0.96189,0.84809,0.51983,0.82706,0.87815,0.03831,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,5785.97,0.74658,0.5667,1.29246,0.04411,0.94149,0.92044,0.96393,0.84925,0.5147,0.81605,0.87775,0.03712,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,5951.17,0.74117,0.55627,1.27421,0.04375,0.9403,0.92349,0.96159,0.84855,0.50104,0.81721,0.87087,0.03958,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,6117.87,0.74382,0.56077,1.28205,0.04576,0.94832,0.91422,0.96298,0.85207,0.49355,0.87364,0.86713,0.04006,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,6282.8,0.72873,0.55042,1.27102,0.0415,0.95155,0.91176,0.96282,0.85273,0.49109,0.92865,0.85749,0.03935,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,6448.38,0.72437,0.54239,1.26659,0.04105,0.94939,0.91422,0.96294,0.85383,0.4992,0.87993,0.85787,0.03877,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,6614.8,0.71217,0.53044,1.26531,0.04095,0.94194,0.92371,0.9651,0.85507,0.49133,0.89629,0.8628,0.03684,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,6779.26,0.71233,0.52681,1.25428,0.03911,0.95001,0.91422,0.96394,0.85552,0.4973,0.83368,0.86884,0.03936,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,6946.87,0.65421,0.48255,1.26528,0.0382,0.94548,0.91912,0.96315,0.85612,0.48977,0.76008,0.87294,0.0394,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,7110.33,0.6476,0.48089,1.26586,0.03445,0.95545,0.90972,0.96395,0.85668,0.50116,0.75305,0.87449,0.03728,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,7274.41,0.62534,0.46636,1.24329,0.03449,0.94894,0.91809,0.96319,0.85803,0.49803,0.69093,0.86644,0.03777,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,7437.19,0.63557,0.45125,1.24085,0.03518,0.94641,0.92222,0.96412,0.85994,0.50074,0.72115,0.8672,0.03743,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,7598.9,0.61763,0.43357,1.23047,0.03405,0.95226,0.91836,0.96398,0.85992,0.50047,0.73537,0.86613,0.03761,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,7761.84,0.60665,0.44076,1.22404,0.03439,0.95344,0.91495,0.96371,0.86106,0.49672,0.74217,0.86222,0.03654,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,7924.35,0.60496,0.45572,1.21224,0.03382,0.95403,0.9161,0.96319,0.86083,0.49489,0.75803,0.86417,0.03638,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,8087.91,0.60675,0.44427,1.21645,0.03063,0.95175,0.9161,0.96297,0.86071,0.49613,0.77139,0.86382,0.03489,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,8249.49,0.59411,0.42852,1.2007,0.03201,0.94782,0.92044,0.96274,0.85982,0.49375,0.78494,0.8625,0.0366,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,8411.44,0.58531,0.41359,1.17807,0.02967,0.94961,0.92031,0.96294,0.85963,0.49413,0.79954,0.8619,0.03614,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
