epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,248.86,0.88987,1.24056,1.88649,0.10267,0.92706,0.8865,0.94331,0.76437,0.59221,2.91063,1.08992,0.06088,0.00997972,0.00332657,0.00997972,0.00332657,0.00997972,0.00332657,0.00997972,0.00332657
2,440.545,0.96037,0.74409,1.56655,0.09587,0.93444,0.86529,0.92465,0.7483,0.6462,2.02103,1.0186,0.06684,0.0195841,0.00652804,0.0195841,0.00652804,0.0195841,0.00652804,0.0195841,0.00652804
3,610.173,1.04094,0.88396,1.58867,0.1051,0.88996,0.78318,0.86144,0.6587,0.77796,4.50938,1.13278,0.09941,0.0287925,0.00959751,0.0287925,0.00959751,0.0287925,0.00959751,0.0287925,0.00959751
4,780.209,1.11113,0.98282,1.63988,0.11521,0.88078,0.77602,0.85763,0.65272,0.70318,19.9914,1.11698,0.08768,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
5,945.762,1.06644,0.92767,1.59651,0.10429,0.9199,0.82067,0.89775,0.71467,0.70252,1.64085,1.04792,0.09646,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
6,1116.49,1.04912,0.92812,1.57883,0.09487,0.88939,0.75798,0.84883,0.67218,0.67221,14.0365,1.06612,0.08997,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
7,1281.07,1.00842,0.8546,1.5466,0.08878,0.90057,0.80882,0.89859,0.73763,0.67551,1.3511,1.054,0.07852,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
8,1447.67,0.97644,0.81026,1.50461,0.08526,0.90218,0.81486,0.89376,0.73171,0.66657,1.71133,1.04013,0.0839,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
9,1613.65,0.95278,0.77953,1.4752,0.08553,0.91706,0.86934,0.93215,0.756,0.61218,2.17905,0.98155,0.08573,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
10,1779.08,0.95057,0.80122,1.46365,0.08183,0.93145,0.86011,0.92537,0.77553,0.62158,1.25178,0.97505,0.06467,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
11,1944.42,0.93038,0.76986,1.44498,0.07881,0.92883,0.87085,0.92954,0.76986,0.63733,0.96851,0.97935,0.06916,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
12,2111.61,0.91907,0.7504,1.44245,0.07765,0.92051,0.8701,0.93312,0.76643,0.61392,2.47938,0.98352,0.08192,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
13,2279.26,0.91931,0.74261,1.44281,0.07389,0.9199,0.86256,0.92958,0.76884,0.58393,3.93346,0.93929,0.06925,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
14,2445.14,0.8851,0.72239,1.41363,0.06922,0.93498,0.8838,0.93581,0.78955,0.58362,1.11667,0.95514,0.06749,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
15,2610.68,0.88727,0.71745,1.42541,0.0658,0.92252,0.87764,0.93149,0.78759,0.59028,1.5115,0.94245,0.06235,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
16,2790.32,0.87326,0.69446,1.39867,0.06773,0.93195,0.88518,0.94026,0.80354,0.57094,0.92133,0.93909,0.05652,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
17,2963.62,0.85668,0.67621,1.39234,0.06434,0.94092,0.88881,0.94956,0.81136,0.58296,1.05766,0.9486,0.06067,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
18,3130.08,0.86598,0.69506,1.3949,0.06327,0.93903,0.89734,0.94921,0.80839,0.55216,1.24861,0.92978,0.05511,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
19,3295.1,0.85182,0.66928,1.38019,0.06163,0.92545,0.89635,0.94667,0.808,0.55251,1.204,0.91938,0.05307,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,3471.14,0.84833,0.67155,1.39169,0.05862,0.9355,0.89142,0.94643,0.8073,0.55283,1.39088,0.91636,0.05099,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,3636.97,0.82125,0.63783,1.35986,0.05521,0.94648,0.89019,0.94923,0.81333,0.54688,1.49046,0.91203,0.05156,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,3801.69,0.82102,0.65112,1.34864,0.05659,0.93428,0.90875,0.95473,0.82837,0.54037,1.22845,0.91102,0.05373,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,3967.38,0.82894,0.64851,1.37287,0.05695,0.93727,0.90385,0.95584,0.8285,0.5316,0.98072,0.8966,0.05123,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,4133.79,0.81412,0.63323,1.36316,0.05475,0.94288,0.9046,0.95457,0.83404,0.53699,0.89158,0.90414,0.04628,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,4299.85,0.79556,0.62009,1.32478,0.05296,0.94528,0.90253,0.95587,0.83294,0.52841,0.88828,0.8895,0.04555,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,4464.97,0.7901,0.61696,1.33118,0.05185,0.93738,0.91154,0.95671,0.83749,0.51485,0.92667,0.88948,0.05006,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,4630.97,0.79748,0.62511,1.33873,0.05137,0.94497,0.90988,0.9584,0.83632,0.52497,0.99616,0.89138,0.04911,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,4796.01,0.78467,0.60089,1.32656,0.0506,0.94665,0.91139,0.96061,0.84204,0.50688,0.87951,0.88066,0.04221,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,4961.34,0.77973,0.5964,1.3121,0.0493,0.93608,0.91422,0.95867,0.83651,0.50922,0.94834,0.87973,0.04229,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,5127.15,0.76918,0.59128,1.30555,0.04742,0.93882,0.92232,0.95875,0.84325,0.51004,0.87396,0.87682,0.04256,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,5291.81,0.75115,0.56723,1.29724,0.04413,0.94142,0.9181,0.95749,0.842,0.53056,1.23587,0.88554,0.04452,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
