calibration,detector_gflops,detector_latency_ms,filter_rate,gate,gate_gflops,gate_latency_ms,gate_recall_on_positive_tiles,label,mAP@0.50,mAP@0.55,mAP@0.5:0.95,mAP@0.60,mAP@0.65,mAP@0.70,mAP@0.75,mAP@0.80,mAP@0.85,mAP@0.90,mAP@0.95,n_accepted,n_classes,n_tiles,threshold,total_gflops,total_latency_ms
platt,974779.5025592321,108932.92932660552,0.0,real,25232.186443776005,1802.2176906088134,1.0,codesign_planes_relaxed,0.9151257181537812,0.9042543353094928,0.614777023600072,0.8824830057045369,0.849562145618824,0.8022977384669684,0.7266678294128557,0.5877926629654754,0.36292315389451707,0.11358925181370712,0.003074394660561391,5297,1,5297,0.0,1000011.6890030081,110735.14701721433
platt,974779.5025592321,108932.92932660552,0.0,real,25232.186443776005,1802.2176906088134,1.0,codesign_planes_relaxed,0.9151257181537812,0.9042543353094928,0.614777023600072,0.8824830057045369,0.849562145618824,0.8022977384669684,0.7266678294128557,0.5877926629654754,0.36292315389451707,0.11358925181370712,0.003074394660561391,5297,1,5297,0.05,1000011.6890030081,110735.14701721433
platt,890680.15714304,99534.71360029653,0.08627525014158954,real,25232.186443776005,1802.2176906088134,0.9956395348837209,codesign_planes_relaxed,0.9150916519095127,0.904248730558689,0.6147565705163507,0.8824786734445389,0.8495678838093411,0.8022586677891625,0.7266374808017181,0.5877122860011113,0.3629051278398622,0.11359080834900995,0.003074394660561391,4840,1,5297,0.1,915912.343586816,101336.93129090534
platt,122376.50919424,13675.740608305205,0.8744572399471399,real,25232.186443776005,1802.2176906088134,0.1686046511627907,codesign_planes_relaxed,0.384398450875147,0.3841243221583331,0.2845487644009573,0.37474517618955117,0.37351330240188607,0.36233040037184944,0.3403257563484445,0.30229620354758135,0.22751231522940946,0.09306804715032288,0.003173669737047948,665,1,5297,0.15000000000000002,147608.695638016,15477.958298914018
platt,19506.631540736,2179.8924879403785,0.9799886728336794,real,25232.186443776005,1802.2176906088134,0.0,codesign_planes_relaxed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,1,5297,0.2,44738.817984512,3982.110178549192
platt,10121.36542208,1131.0762909124605,0.9896167642061544,real,25232.186443776005,1802.2176906088134,0.0,codesign_planes_relaxed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,1,5297,0.25,35353.551865856,2933.293981521274
platt,7913.067511808,884.2960092588328,0.9918821974702662,real,25232.186443776005,1802.2176906088134,0.0,codesign_planes_relaxed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,1,5297,0.30000000000000004,33145.253955584005,2686.513699867646
platt,6624.893730816,740.3408449608833,0.9932037002076647,real,25232.186443776005,1802.2176906088134,0.0,codesign_planes_relaxed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,1,5297,0.35000000000000003,31857.080174592003,2542.5585355696967
platt,5888.794427392,658.0807510763407,0.9939588446290353,real,25232.186443776005,1802.2176906088134,0.0,codesign_planes_relaxed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1,5297,0.4,31120.980871168005,2460.298441685154
platt,4232.570994688,472.99553983611986,0.9956579195771191,real,25232.186443776005,1802.2176906088134,0.0,codesign_planes_relaxed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,5297,0.45,29464.757438464003,2275.2132304449333
