bucket,calibration,filter_rate,gate,gate_recall_on_positive_tiles,label,mAP@0.50,mAP@0.55,mAP@0.5:0.95,mAP@0.60,mAP@0.65,mAP@0.70,mAP@0.75,mAP@0.80,mAP@0.85,mAP@0.90,mAP@0.95,n_classes,n_gt_tiles,n_tiles,stratum,threshold
32-96px,temperature,0.0,real,1.0,gate_planes_resnet18_temperature,0.947296132321975,0.9372044514880709,0.6174940338610219,0.9164749197091758,0.8931103139894058,0.8403773703862077,0.7391087560976313,0.5809307172764882,0.2797725700926557,0.04041654682771216,0.000248560420895646,1,1124,1124,size_bucket,0.0
96-256px,temperature,0.0,real,1.0,gate_planes_resnet18_temperature,0.9469954087196066,0.9365019286828288,0.6777770725009995,0.9257509181692238,0.9048372333212464,0.8793395183008634,0.8219004578891052,0.7017698552471212,0.47900120767953197,0.17738424146258908,0.0042899555378780345,1,1214,1214,size_bucket,0.0
<32px,temperature,0.0,real,1.0,gate_planes_resnet18_temperature,0.27403460879055,0.26166606242353607,0.11342455911698106,0.25119253190182134,0.185050578700762,0.09639239736634042,0.05233067921606665,0.011598534750932026,0.0009900990099009901,0.0009900990099009901,0.0,1,2035,2035,size_bucket,0.0
>256px,temperature,0.0,real,1.0,gate_planes_resnet18_temperature,0.8553060662160947,0.8324347389574979,0.46988814778162713,0.7633663529553385,0.6784453105022665,0.5881759385517118,0.4717281924596085,0.30836010701153593,0.14921487503506564,0.04194890602814154,0.009900990099009901,1,924,924,size_bucket,0.0
32-96px,temperature,0.8211743772241993,real,0.8073394495412844,gate_planes_resnet18_temperature,0.8694021667301239,0.8595783250979249,0.5810367452740466,0.8485627125519881,0.8358536223467915,0.798611887290428,0.7127828937645224,0.5673255138836553,0.27738374546173133,0.040608298915065205,0.0002582866982350409,1,1124,1124,size_bucket,0.05
96-256px,temperature,0.7116968698517299,real,0.9829351535836177,gate_planes_resnet18_temperature,0.9468059416195864,0.9363637930987116,0.6776092083180777,0.9255074366596556,0.9046378961820318,0.8789244827861621,0.8217066233196113,0.7014574185318395,0.47900777391329696,0.17739076153200375,0.0042899555378780345,1,1214,1214,size_bucket,0.05
<32px,temperature,0.8702702702702703,real,0.631578947368421,gate_planes_resnet18_temperature,0.1953666864053047,0.1953666864053047,0.08557233008486896,0.19022862652939249,0.13996829987701548,0.07146128000223957,0.04985537399466917,0.011001100110011002,0.0012376237623762376,0.0012376237623762376,0.0,1,2035,2035,size_bucket,0.05
>256px,temperature,0.6915584415584416,real,0.9737827715355806,gate_planes_resnet18_temperature,0.8553060662160947,0.8324347389574979,0.46988814778162713,0.7633663529553385,0.6784453105022665,0.5881759385517118,0.4717281924596085,0.30836010701153593,0.14921487503506564,0.04194890602814154,0.009900990099009901,1,924,924,size_bucket,0.05
32-96px,temperature,0.8692170818505338,real,0.7981651376146789,gate_planes_resnet18_temperature,0.8694021667301239,0.8595783250979249,0.5810367452740466,0.8485627125519881,0.8358536223467915,0.798611887290428,0.7127828937645224,0.5673255138836553,0.27738374546173133,0.040608298915065205,0.0002582866982350409,1,1124,1124,size_bucket,0.1
96-256px,temperature,0.7405271828665568,real,0.9658703071672355,gate_planes_resnet18_temperature,0.9468147224563611,0.9363202168091325,0.6768843609147964,0.9254994176994689,0.9046144724140796,0.8788556823329433,0.821656479603604,0.6943873209742979,0.47901327253586656,0.17739206878433178,0.0042899555378780345,1,1214,1214,size_bucket,0.1
