bucket,calibration,filter_rate,gate,gate_recall_on_positive_tiles,label,mAP@0.50,mAP@0.55,mAP@0.5:0.95,mAP@0.60,mAP@0.65,mAP@0.70,mAP@0.75,mAP@0.80,mAP@0.85,mAP@0.90,mAP@0.95,n_classes,n_gt_tiles,n_tiles,stratum,threshold
high,temperature,0.7430711610486891,real,0.9463722397476341,gate_planes_resnet18_temperature,0.9573660085192192,0.9472878195587399,0.6793956532237373,0.9358966522018979,0.9137110127113748,0.879378347693171,0.8271947087330609,0.7107321431175091,0.46701443652185626,0.15201130549984454,0.0033640976806998007,1,1335,1335,gsd_bucket,0.2
low,temperature,0.9624264373019465,real,0.6029411764705882,gate_planes_resnet18_temperature,0.489306149946388,0.47991551725598136,0.27987351501347824,0.4605684065737356,0.42732148176766177,0.3784585656588485,0.3033828186675026,0.18500865071922654,0.06650028473328304,0.007963868871560793,0.0003094059405940594,1,2209,2209,gsd_bucket,0.2
medium,temperature,0.8586118251928021,real,0.7241379310344828,gate_planes_resnet18_temperature,0.5227384682240693,0.5125272981392227,0.3210101161264519,0.5024864808395173,0.49114621134155917,0.4542294211822983,0.3844512023606456,0.2438223857381262,0.09439175867292711,0.004200315308555561,0.00010761945759793371,1,389,389,gsd_bucket,0.2
unknown,temperature,0.6268656716417911,real,0.9791666666666666,gate_planes_resnet18_temperature,0.8673738748393699,0.830712058603885,0.44813066947297137,0.7616469033301481,0.6557818077348534,0.5794686560447618,0.4816005902348987,0.25682861203429597,0.04685198242339436,0.0010422094841063053,0.0,1,134,134,gsd_bucket,0.2
very_high,temperature,0.8031496062992126,real,0.9746192893401016,gate_planes_resnet18_temperature,0.8706140618390462,0.8490316174737025,0.5634014364342425,0.8166661266043835,0.7740881373378855,0.7285953617675349,0.6620434378565285,0.4989494223694571,0.3190672837877608,0.11080505164389681,0.004153863662228292,1,1143,1143,gsd_bucket,0.2
very_low,temperature,1.0,real,nan,gate_planes_resnet18_temperature,0.0,,0.0,,,,,,,,,0,87,87,gsd_bucket,0.2
high,temperature,0.7490636704119851,real,0.9463722397476341,gate_planes_resnet18_temperature,0.9573687012067151,0.9472878195587399,0.6793961886111932,0.9358993133889605,0.9137110127113748,0.879378347693171,0.8271947087330609,0.7107321431175091,0.46701443652185626,0.15201130549984454,0.0033640976806998007,1,1335,1335,gsd_bucket,0.25
low,temperature,0.9687641466727026,real,0.5735294117647058,gate_planes_resnet18_temperature,0.45132078477401644,0.4505009877013734,0.26353610822304346,0.4231260534961153,0.4001175772735072,0.36283499466798863,0.2908057367738327,0.18156659327574814,0.06681507945569794,0.007963868871560793,0.0003094059405940594,1,2209,2209,gsd_bucket,0.25
medium,temperature,0.8766066838046273,real,0.6896551724137931,gate_planes_resnet18_temperature,0.5130627153636199,0.5028145678362493,0.3161358581763105,0.49303048296358404,0.4817473070198743,0.453298576815421,0.37639110206021736,0.2429596297026982,0.09432142648585186,0.0036251540579906706,0.00010761945759793371,1,389,389,gsd_bucket,0.25
unknown,temperature,0.6343283582089553,real,0.9791666666666666,gate_planes_resnet18_temperature,0.8673738748393699,0.830712058603885,0.44813066947297137,0.7616469033301481,0.6557818077348534,0.5794686560447618,0.4816005902348987,0.25682861203429597,0.04685198242339436,0.0010422094841063053,0.0,1,134,134,gsd_bucket,0.25
