epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,284.876,1.37773,1.34495,1.43499,0.07895,0.63182,0.4798,0.47412,0.17116,0.78662,13.7712,0.72208,0.04754,0.00997972,0.00332657,0.00997972,0.00332657,0.00997972,0.00332657,0.00997972,0.00332657
2,508.665,1.20814,1.05932,1.07653,0.07989,0.60252,0.46144,0.47606,0.17018,0.76435,8.78174,0.67242,0.05002,0.0195841,0.00652804,0.0195841,0.00652804,0.0195841,0.00652804,0.0195841,0.00652804
3,712.056,1.22567,1.12834,1.03371,0.08273,0.57601,0.43831,0.43019,0.14142,0.79329,16.3726,0.65774,0.04724,0.0287925,0.00959751,0.0287925,0.00959751,0.0287925,0.00959751,0.0287925,0.00959751
4,914.024,1.22962,1.14361,1.02092,0.08451,0.55749,0.37361,0.37218,0.12438,0.85888,9.5579,0.69867,0.07527,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
5,1114.12,1.20651,1.12967,1.01206,0.07858,0.60783,0.46621,0.46508,0.17344,0.77184,10.4696,0.64388,0.03881,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
6,1314.75,1.17502,1.07282,1.00267,0.07375,0.6103,0.46662,0.45266,0.1544,0.76815,8.33292,0.64001,0.0453,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
7,1514.69,1.15493,1.05203,0.99627,0.07323,0.62428,0.43624,0.45782,0.14681,0.77887,7.81993,0.65576,0.0422,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
8,1714.82,1.14689,1.04368,0.99241,0.06848,0.57907,0.4536,0.41436,0.13153,0.77633,20.4128,0.64977,0.04384,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
9,1916.17,1.11902,0.99712,0.98655,0.06749,0.64614,0.48695,0.50939,0.18662,0.725,7.88742,0.62982,0.04112,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
10,2115.78,1.11487,0.98078,0.98724,0.06353,0.70382,0.46253,0.50064,0.16694,0.75265,8.97772,0.64549,0.03832,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
11,2316.68,1.10747,0.97076,0.97974,0.06439,0.62721,0.48235,0.49112,0.17866,0.71605,9.17028,0.6264,0.03537,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
12,2536.34,1.09157,0.9673,0.97646,0.06464,0.63651,0.49264,0.48074,0.16265,0.69604,12.8107,0.62086,0.03216,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
13,2774.32,1.08036,0.94097,0.97279,0.0612,0.59789,0.49623,0.49657,0.17164,0.67995,9.35477,0.62276,0.03243,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
14,2982.53,1.07435,0.93183,0.97227,0.06124,0.68025,0.49006,0.51571,0.19577,0.70624,8.78135,0.62792,0.03557,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
15,3195.02,1.07477,0.93425,0.9702,0.0584,0.61496,0.49803,0.49038,0.17934,0.69259,8.41958,0.6198,0.03004,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
16,3420.44,1.06711,0.9158,0.96895,0.05892,0.62311,0.48634,0.49965,0.19427,0.68758,10.1812,0.62008,0.02829,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
17,3630.91,1.05541,0.91107,0.96665,0.05702,0.60207,0.49527,0.48585,0.17225,0.68851,9.93161,0.61922,0.02899,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
18,3872.75,1.04801,0.90069,0.96483,0.05788,0.61094,0.49324,0.49446,0.19034,0.67712,7.58554,0.61772,0.02976,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
19,4103.38,1.0361,0.9003,0.9619,0.05784,0.60235,0.48798,0.48487,0.17955,0.67661,9.70804,0.61938,0.03053,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,4311.56,1.0397,0.88946,0.96428,0.05467,0.60405,0.48855,0.48024,0.17506,0.67361,8.81957,0.61736,0.02791,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,4510.51,1.04083,0.88864,0.96267,0.05686,0.6123,0.49962,0.48207,0.17767,0.65961,10.3473,0.61216,0.02814,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,4717.91,1.02936,0.86662,0.9583,0.05492,0.60274,0.50147,0.48104,0.17953,0.65755,10.3105,0.61054,0.02728,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,4923.42,1.01484,0.85357,0.95593,0.05167,0.60268,0.49681,0.48133,0.17503,0.65552,9.06742,0.60911,0.02675,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,5151.72,1.01742,0.84617,0.95609,0.05272,0.59689,0.51124,0.46703,0.1674,0.65563,8.02838,0.61054,0.02718,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
