epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
33,21554.1,0.74607,0.53358,0.98292,0.01613,0.94732,0.86047,0.89344,0.72928,0.51407,1.09923,0.61112,0.01085,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,22200.5,0.75254,0.54471,0.97988,0.0172,0.94152,0.8626,0.89317,0.72901,0.51165,1.12782,0.61162,0.00917,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,22847.3,0.73859,0.52301,0.97134,0.01687,0.94622,0.86499,0.90178,0.73283,0.5089,1.16706,0.60677,0.01188,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,23493.6,0.73227,0.51446,0.97255,0.016,0.94646,0.86464,0.8935,0.72698,0.51352,1.12847,0.61251,0.01097,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,24141.1,0.71271,0.49845,0.97003,0.01563,0.94972,0.86173,0.89369,0.73059,0.51062,1.16255,0.61176,0.00897,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,24789.9,0.72622,0.50542,0.96456,0.01469,0.94558,0.86421,0.89414,0.72902,0.51528,1.0706,0.61205,0.01009,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,25437.4,0.69855,0.49244,0.9577,0.01468,0.95019,0.86065,0.89391,0.73129,0.51045,1.02659,0.60805,0.01101,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,26084.3,0.69129,0.47659,0.95084,0.0138,0.94786,0.86204,0.89419,0.7308,0.50203,1.13863,0.60426,0.01,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,26735.9,0.67511,0.53511,0.91871,0.01335,0.94994,0.85756,0.89342,0.72986,0.507,1.0855,0.60861,0.01001,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,27385.5,0.68489,0.49816,0.93189,0.01408,0.94606,0.86425,0.8942,0.72908,0.51203,1.08269,0.61523,0.01084,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,28035.7,0.64997,0.46393,0.9173,0.0119,0.94881,0.86334,0.89431,0.73023,0.50987,1.10555,0.611,0.00981,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,28685.9,0.64146,0.45669,0.90926,0.0109,0.95202,0.86228,0.89457,0.72856,0.50715,1.11073,0.60911,0.0096,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,29333.5,0.63201,0.46885,0.90275,0.01256,0.94903,0.86406,0.89431,0.72963,0.51464,1.07046,0.61323,0.00971,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,29981.9,0.63076,0.42906,0.91413,0.01184,0.94984,0.86269,0.89396,0.72826,0.51458,1.06771,0.61367,0.00971,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,30629.8,0.62562,0.41939,0.89841,0.01059,0.94837,0.86264,0.88547,0.727,0.51157,1.08707,0.61152,0.0091,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,31278.1,0.61063,0.43053,0.89921,0.01177,0.94721,0.86212,0.88507,0.72571,0.50877,1.09444,0.61094,0.00941,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,31928,0.59292,0.40055,0.89211,0.00989,0.95264,0.85747,0.88518,0.72527,0.50961,1.09465,0.61175,0.00944,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,32577.6,0.59594,0.39953,0.90285,0.01184,0.95035,0.85947,0.88521,0.7251,0.51099,1.09982,0.61264,0.0095,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
