epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,726.314,0.87357,0.69573,1.90967,0.02341,0.94486,0.84507,0.88436,0.66994,0.59813,1.15884,0.78521,0.01733,0.00998985,0.00332995,0.00998985,0.00332995,0.00998985,0.00332995,0.00998985,0.00332995
2,1394.59,0.91812,0.71754,1.19666,0.0306,0.93671,0.81684,0.86173,0.64882,0.64527,1.18837,0.7283,0.02148,0.019594,0.00653135,0.019594,0.00653135,0.019594,0.00653135,0.019594,0.00653135
3,2051.58,1.0037,0.86051,1.1166,0.03514,0.92038,0.78411,0.83433,0.61336,0.76373,5.65167,0.76487,0.0268,0.0288022,0.00960075,0.0288022,0.00960075,0.0288022,0.00960075,0.0288022,0.00960075
4,2705.04,1.11102,1.13504,1.18558,0.03713,0.92127,0.80699,0.86089,0.63483,0.71335,4.3415,0.75106,0.02066,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
5,3357.44,1.07157,1.04764,1.14583,0.03715,0.92553,0.80447,0.85993,0.65042,0.71253,3.36901,0.73585,0.01873,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
6,4008.31,1.06462,0.99946,1.15252,0.03439,0.9363,0.81226,0.85931,0.66712,0.66105,3.55729,0.71966,0.01699,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
7,4658.35,1.02288,0.95098,1.12479,0.03358,0.92335,0.82474,0.87227,0.6748,0.63843,3.12851,0.68354,0.01747,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
8,5311.29,1.00026,0.90164,1.1093,0.02985,0.93173,0.82279,0.878,0.67357,0.6088,2.68516,0.67901,0.01563,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
9,5961.55,0.99043,0.87325,1.11538,0.02928,0.92776,0.82105,0.87022,0.67217,0.66795,1.89371,0.71168,0.01514,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
10,6610.69,0.97498,0.85464,1.09448,0.02877,0.9324,0.83642,0.88218,0.69011,0.62847,2.16134,0.68008,0.01713,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
11,7261.57,0.97474,0.82775,1.09303,0.02927,0.9487,0.83582,0.88569,0.68746,0.60471,1.38361,0.67248,0.01475,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
12,7912.55,0.94768,0.83557,1.07878,0.02648,0.94602,0.84367,0.88743,0.69511,0.58696,1.80548,0.64915,0.01288,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
13,8562.02,0.95335,0.80775,1.08459,0.02847,0.94315,0.83041,0.87075,0.69318,0.61667,1.23385,0.67802,0.01348,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
14,9212.78,0.94684,0.82268,1.08188,0.02559,0.93906,0.84341,0.88825,0.69281,0.58778,2.09743,0.66939,0.0113,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
15,9864.47,0.92267,0.79733,1.06379,0.02639,0.93629,0.8389,0.88475,0.70921,0.57593,1.58632,0.65147,0.0122,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
16,10514,0.90297,0.7462,1.05248,0.02458,0.93469,0.84806,0.88647,0.7101,0.60433,1.37094,0.65798,0.01287,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
17,11163.7,0.89968,0.71221,1.04847,0.02347,0.94281,0.84771,0.88939,0.71723,0.55553,1.32393,0.63684,0.01229,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
18,11811.9,0.88634,0.7005,1.05144,0.02383,0.94472,0.84767,0.88869,0.71036,0.54658,1.51036,0.62648,0.01066,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
19,12461.8,0.88036,0.69643,1.04388,0.02394,0.93419,0.85532,0.88869,0.71185,0.54848,2.01309,0.62571,0.01165,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,13117,0.85578,0.68175,1.02751,0.02096,0.94226,0.85743,0.89845,0.71327,0.54081,1.4697,0.62758,0.01002,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,13769.4,0.85625,0.68349,1.03778,0.02129,0.94427,0.85453,0.89173,0.72102,0.55197,1.02497,0.63766,0.01121,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,14418.4,0.83204,0.63546,1.01529,0.02008,0.94242,0.8498,0.89063,0.72118,0.56846,1.38323,0.66588,0.01078,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,15068.7,0.83176,0.67471,1.01527,0.01994,0.94154,0.85236,0.88935,0.71497,0.55313,1.36357,0.62921,0.01071,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,15715.1,0.82263,0.63221,1.02009,0.02093,0.94984,0.85584,0.89247,0.72532,0.54323,1.19918,0.63367,0.01072,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,16368.1,0.82175,0.62734,1.01281,0.0199,0.94797,0.85506,0.89115,0.71196,0.52958,1.12382,0.62176,0.0102,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,17017.7,0.82698,0.61659,1.01688,0.02096,0.94758,0.85448,0.89163,0.72019,0.52213,1.09683,0.6154,0.01105,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,17664.8,0.80233,0.60386,1.00178,0.01912,0.94401,0.86043,0.89327,0.72275,0.53597,1.36849,0.62598,0.01024,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,18314.4,0.78911,0.5847,1.00249,0.01933,0.94359,0.86282,0.89287,0.72338,0.51974,1.3167,0.61489,0.01033,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,18962.2,0.79391,0.57855,1.01396,0.01951,0.94814,0.86629,0.90178,0.73003,0.51963,0.95596,0.61576,0.00898,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,19611.6,0.782,0.5886,0.9941,0.01884,0.94819,0.8604,0.9004,0.7296,0.53046,1.25327,0.61865,0.01104,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,20259.5,0.77952,0.57088,0.99645,0.01823,0.94695,0.86256,0.90092,0.7272,0.53223,1.00777,0.62144,0.01072,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,20906.8,0.77642,0.57362,0.99198,0.01821,0.94329,0.86875,0.89421,0.72909,0.5275,1.11738,0.62168,0.01068,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
