epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,859.222,1.14934,1.07625,1.4736,0.04358,0.69136,0.55888,0.61938,0.39236,0.69594,8.685,0.66438,0.02325,0.00998985,0.00332995,0.00998985,0.00332995,0.00998985,0.00332995,0.00998985,0.00332995
2,1603.45,1.02778,0.81305,1.05474,0.0466,0.64675,0.57286,0.56044,0.35088,0.67865,11.077,0.60748,0.02161,0.019594,0.00653135,0.019594,0.00653135,0.019594,0.00653135,0.019594,0.00653135
3,2325.44,1.02505,0.8367,0.9921,0.04568,0.64419,0.52807,0.54292,0.33339,0.69749,29.8133,0.61018,0.02303,0.0288022,0.00960075,0.0288022,0.00960075,0.0288022,0.00960075,0.0288022,0.00960075
4,3029.28,1.03794,0.88616,0.99514,0.04566,0.76941,0.51187,0.61184,0.39978,0.66226,9.93628,0.58738,0.02037,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
5,3740.85,1.02698,0.84629,0.99032,0.04304,0.65246,0.55864,0.55285,0.33321,0.67249,14.6863,0.59834,0.0195,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
6,4442.36,1.00183,0.83488,0.98321,0.04047,0.64659,0.567,0.56809,0.34649,0.66394,14.1019,0.58872,0.01944,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
7,5148.17,0.98882,0.8054,0.97537,0.03946,0.58784,0.56881,0.50369,0.3043,0.65592,16.5983,0.5934,0.01959,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
8,5916.64,0.97576,0.7905,0.97093,0.03795,0.61961,0.56856,0.55912,0.34709,0.65246,12.1788,0.58052,0.01956,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
9,6652.94,0.95963,0.77931,0.97068,0.03751,0.64815,0.57604,0.56951,0.36113,0.64852,13.8148,0.58226,0.01848,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
10,7366.95,0.95213,0.77555,0.966,0.03681,0.68242,0.56765,0.59362,0.37183,0.64658,12.2246,0.58255,0.01732,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
11,8085.7,0.95497,0.75538,0.96416,0.03703,0.6792,0.55117,0.59692,0.38736,0.64466,10.0804,0.58227,0.01796,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
12,8800.39,0.93875,0.73956,0.96065,0.03433,0.6442,0.55414,0.57739,0.37123,0.64854,12.3419,0.58423,0.01775,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
13,9516.73,0.94332,0.73459,0.96343,0.03494,0.64824,0.58967,0.57151,0.37133,0.62882,12.5631,0.57928,0.01828,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
14,10221.5,0.92539,0.72493,0.95266,0.03268,0.62094,0.58868,0.50283,0.3068,0.62704,12.6414,0.58014,0.01579,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
