__source__,bucket,calibration,detector_gflops,detector_latency_ms,filter_rate,gate,gate_gflops,gate_latency_ms,gate_recall_on_positive_tiles,label,mAP@0.50,mAP@0.55,mAP@0.5:0.95,mAP@0.60,mAP@0.65,mAP@0.70,mAP@0.75,mAP@0.80,mAP@0.85,mAP@0.90,mAP@0.95,n_accepted,n_classes,n_gt_tiles,n_tiles,skipped,stratum,threshold,total_gflops,total_latency_ms
reports/planes/cascade/codesign_planes_early_exit_context_adaptive.json,,context_adaptive,974779.5025592321,108932.92932660552,0.0,real,25232.186443776005,1802.2176906088134,1.0,codesign_planes_early_exit,0.9151257181537812,0.9042543076046732,0.6147770594124805,0.8824829661262232,0.8495620928477391,0.8022977384669684,0.7266678294128557,0.5877931411437782,0.36292315389451707,0.11358925181370712,0.003074394660561391,5297,1,,5297,,,0.0,1000011.6890030081,110735.14701721433
reports/planes/cascade/codesign_planes_early_exit_context_adaptive.json,,context_adaptive,974779.5025592321,108932.92932660552,0.0,real,25232.186443776005,1802.2176906088134,1.0,codesign_planes_early_exit,0.9151257181537812,0.9042543076046732,0.6147770594124805,0.8824829661262232,0.8495620928477391,0.8022977384669684,0.7266678294128557,0.5877931411437782,0.36292315389451707,0.11358925181370712,0.003074394660561391,5297,1,,5297,,,0.05,1000011.6890030081,110735.14701721433
reports/planes/cascade/codesign_planes_early_exit_context_adaptive.json,,context_adaptive,974779.5025592321,108932.92932660552,0.0,real,25232.186443776005,1802.2176906088134,1.0,codesign_planes_early_exit,0.9151257181537812,0.9042543076046732,0.6147770594124805,0.8824829661262232,0.8495620928477391,0.8022977384669684,0.7266678294128557,0.5877931411437782,0.36292315389451707,0.11358925181370712,0.003074394660561391,5297,1,,5297,,,0.1,1000011.6890030081,110735.14701721433
reports/planes/cascade/codesign_planes_early_exit_context_adaptive.json,,context_adaptive,974779.5025592321,108932.92932660552,0.0,real,25232.186443776005,1802.2176906088134,1.0,codesign_planes_early_exit,0.9151257181537812,0.9042543076046732,0.6147770594124805,0.8824829661262232,0.8495620928477391,0.8022977384669684,0.7266678294128557,0.5877931411437782,0.36292315389451707,0.11358925181370712,0.003074394660561391,5297,1,,5297,,,0.15000000000000002,1000011.6890030081,110735.14701721433
reports/planes/cascade/codesign_planes_early_exit_context_adaptive.json,,context_adaptive,974779.5025592321,108932.92932660552,0.0,real,25232.186443776005,1802.2176906088134,1.0,codesign_planes_early_exit,0.9151257181537812,0.9042543076046732,0.6147770594124805,0.8824829661262232,0.8495620928477391,0.8022977384669684,0.7266678294128557,0.5877931411437782,0.36292315389451707,0.11358925181370712,0.003074394660561391,5297,1,,5297,,,0.2,1000011.6890030081,110735.14701721433
reports/planes/cascade/codesign_planes_early_exit_context_adaptive.json,,context_adaptive,974779.5025592321,108932.92932660552,0.0,real,25232.186443776005,1802.2176906088134,1.0,codesign_planes_early_exit,0.9151257181537812,0.9042543076046732,0.6147770594124805,0.8824829661262232,0.8495620928477391,0.8022977384669684,0.7266678294128557,0.5877931411437782,0.36292315389451707,0.11358925181370712,0.003074394660561391,5297,1,,5297,,,0.25,1000011.6890030081,110735.14701721433
reports/planes/cascade/codesign_planes_early_exit_context_adaptive.json,,context_adaptive,974779.5025592321,108932.92932660552,0.0,real,25232.186443776005,1802.2176906088134,1.0,codesign_planes_early_exit,0.9151257181537812,0.9042543076046732,0.6147770594124805,0.8824829661262232,0.8495620928477391,0.8022977384669684,0.7266678294128557,0.5877931411437782,0.36292315389451707,0.11358925181370712,0.003074394660561391,5297,1,,5297,,,0.30000000000000004,1000011.6890030081,110735.14701721433
reports/planes/cascade/codesign_planes_early_exit_context_adaptive.json,,context_adaptive,971467.0556938241,108562.75890412508,0.0033981498961676015,real,25232.186443776005,1802.2176906088134,1.0,codesign_planes_early_exit,0.9151257181537812,0.9042543076046732,0.6147770594124805,0.8824829661262232,0.8495620928477391,0.8022977384669684,0.7266678294128557,0.5877931411437782,0.36292315389451707,0.11358925181370712,0.003074394660561391,5279,1,,5297,,,0.35000000000000003,996699.2421376001,110364.97659473389
reports/planes/cascade/codesign_planes_early_exit_context_adaptive.json,,context_adaptive,969258.757783552,108315.97862247145,0.005663583160279373,real,25232.186443776005,1802.2176906088134,0.998546511627907,codesign_planes_early_exit,0.9150971833193956,0.9041995426627855,0.6147546480474596,0.8824544804822616,0.8495399235384903,0.8022440483893474,0.726625491930963,0.5877978517751377,0.3629243119019465,0.11358925181370712,0.003074394660561391,5267,1,,5297,,,0.4,994490.9442273281,110118.19631308026
reports/planes/cascade/codesign_planes_early_exit_context_adaptive.json,,context_adaptive,955824.945496064,106814.73190907855,0.019444968850292565,real,25232.186443776005,1802.2176906088134,0.9840116279069767,codesign_planes_early_exit,0.9147902255067693,0.8950293259496479,0.6128195006099462,0.8735093010176733,0.8491666399170352,0.801918502933044,0.7264237227619733,0.5877617311007786,0.362931910438272,0.11358925181370712,0.003074394660561391,5194,1,,5297,,,0.45,981057.13193984,108616.94959968736
