epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
39,28037.9,0.72202,0.49983,0.98777,0.01812,0.76267,0.70718,0.73995,0.58547,0.92337,1.00078,1.30287,0.02698,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,28749.8,0.71502,0.49255,0.9842,0.01819,0.76999,0.70589,0.74082,0.58552,0.9228,0.9627,1.30893,0.02522,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,29524,0.7189,0.49276,0.98607,0.01811,0.82664,0.70654,0.74177,0.58857,0.92051,0.96157,1.30167,0.02544,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,30237.6,0.71061,0.48753,0.98016,0.0179,0.83006,0.70388,0.74028,0.58903,0.92028,0.96432,1.30424,0.02636,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,30948.8,0.70841,0.48328,0.97716,0.0176,0.84141,0.69884,0.74242,0.58962,0.9233,0.9567,1.30506,0.02598,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,31659.1,0.70676,0.48293,0.982,0.01766,0.77399,0.70163,0.74154,0.58753,0.92431,0.96965,1.30816,0.02529,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,32370.8,0.70688,0.48187,0.97678,0.01751,0.76936,0.70924,0.73912,0.58727,0.92,0.96927,1.30542,0.02464,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,33078.8,0.69774,0.47328,0.97546,0.01723,0.76639,0.71104,0.74071,0.58912,0.92358,0.98017,1.31137,0.02517,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,33786.1,0.69223,0.46826,0.97304,0.01696,0.77021,0.70471,0.73685,0.58613,0.9212,0.97352,1.30932,0.02513,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,34497.9,0.69767,0.47503,0.97472,0.01672,0.76237,0.71337,0.73452,0.58493,0.92051,0.97239,1.30821,0.02466,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,35210.5,0.69415,0.46919,0.97239,0.0168,0.75997,0.71453,0.73807,0.5865,0.92041,0.97519,1.3083,0.02518,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,35920.3,0.68897,0.46576,0.97177,0.01652,0.76079,0.71599,0.7421,0.58993,0.9231,0.97701,1.31139,0.0257,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
