epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,373.189,1.11076,1.37253,1.84755,0.0321,0.92027,0.82124,0.88915,0.66312,0.82135,2.27203,1.02199,0.02667,0.00997972,0.00332657,0.00997972,0.00332657,0.00997972,0.00332657,0.00997972,0.00332657
2,646.407,1.09235,0.8141,1.21744,0.03959,0.92373,0.80599,0.87212,0.61937,0.88046,4.90791,0.91498,0.03254,0.0195841,0.00652804,0.0195841,0.00652804,0.0195841,0.00652804,0.0195841,0.00652804
3,896.294,1.1614,0.93499,1.12611,0.04932,0.91226,0.72707,0.80563,0.57973,0.99487,22.8101,0.92844,0.04006,0.0287925,0.00959751,0.0287925,0.00959751,0.0287925,0.00959751,0.0287925,0.00959751
4,1141.13,1.24078,1.13279,1.15311,0.05386,0.84005,0.61128,0.70056,0.48854,1.38231,6.71998,1.21357,0.10454,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
5,1401.91,1.20409,1.0596,1.14807,0.05055,0.92178,0.74448,0.82977,0.59714,0.97022,31.8115,0.93298,0.0379,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
6,1638.55,1.15287,0.97773,1.11774,0.0439,0.90738,0.73367,0.8238,0.59789,0.92526,5.32338,0.88419,0.0291,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
7,1875.47,1.14027,0.96232,1.12158,0.04492,0.92069,0.71962,0.81414,0.6005,1.01487,8.8278,0.94257,0.05886,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
8,2111.05,1.10395,0.90864,1.10215,0.03911,0.91752,0.80061,0.87856,0.66276,0.84258,2.71353,0.83772,0.02702,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
9,2339.62,1.07458,0.87173,1.07805,0.03796,0.91628,0.72177,0.82024,0.59975,1.02275,1.92458,0.91648,0.05113,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
10,2571.74,1.06723,0.86619,1.06988,0.03825,0.91532,0.78461,0.86553,0.66064,0.82842,4.37469,0.82786,0.03084,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
11,2807.73,1.05056,0.83647,1.07249,0.03523,0.92023,0.79126,0.87394,0.68256,0.86214,3.38876,0.84887,0.02788,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
12,3037.33,1.04714,0.81172,1.07325,0.03549,0.92632,0.80768,0.87883,0.67595,0.81774,4.0052,0.80976,0.02618,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
13,3275.25,1.0319,0.82859,1.06695,0.03636,0.92594,0.79899,0.87776,0.67698,0.82383,3.9421,0.83228,0.0263,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
14,3504.15,1.00541,0.78926,1.05228,0.03224,0.92191,0.81103,0.87987,0.67552,0.77979,7.9087,0.79671,0.01918,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
15,3733.89,1.02562,0.78655,1.05721,0.0332,0.9343,0.8191,0.89427,0.70643,0.77028,1.74103,0.78707,0.02078,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
16,3982.22,0.99218,0.74425,1.04127,0.03317,0.93038,0.81376,0.88948,0.69554,0.8045,2.04691,0.81737,0.02134,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
