calibration,detector_gflops,detector_latency_ms,filter_rate,gate,gate_gflops,gate_latency_ms,gate_recall_on_positive_tiles,label,mAP@0.50,mAP@0.55,mAP@0.5:0.95,mAP@0.60,mAP@0.65,mAP@0.70,mAP@0.75,mAP@0.80,mAP@0.85,mAP@0.90,mAP@0.95,n_accepted,n_classes,n_tiles,threshold,total_gflops,total_latency_ms
isotonic,974779.5025592321,108932.92932660552,0.0,real,5319.691839488,2873.319636841188,1.0,gate_effb0,0.8204415103373153,0.8083920090877084,0.47457785531533636,0.7856143700942642,0.7388888339791305,0.6621176696192393,0.5126015776128332,0.3060447651949142,0.09943833128186223,0.012153165195450495,8.632075064524761e-05,5297,1,5297,0.0,980099.19439872,111806.2489634467
isotonic,420128.677429248,46949.94858460268,0.5690013215027374,real,5319.691839488,2873.319636841188,0.9674267100977199,gate_effb0,0.8203331068460193,0.8083788589950686,0.47458255470896704,0.785572627482352,0.7389742269583816,0.6621317408779959,0.512620183879063,0.30610914870303635,0.09946443614243068,0.012154896454677468,8.632075064524761e-05,2283,1,5297,0.05,425448.369268736,49823.26822144387
isotonic,311370.005348352,34796.01971316151,0.6805739097602417,real,5319.691839488,2873.319636841188,0.9239956568946797,gate_effb0,0.8202893681408819,0.7994964796275134,0.4736770004174642,0.785550413877428,0.7389595622104601,0.6621101574895737,0.5126048078399109,0.3060759505960403,0.09943991072344814,0.012157032918740679,8.632075064524761e-05,1692,1,5297,0.1,316689.69718784,37669.3393500027
isotonic,248065.46525388802,27721.65163909085,0.7455163299981121,real,5319.691839488,2873.319636841188,0.8740499457111836,gate_effb0,0.8110184769068535,0.7992947295546968,0.47103025437821466,0.7765786546254853,0.7386624632826281,0.654292363817641,0.5124033370202293,0.3062296693019999,0.09957961784748035,0.012156456752923985,8.677467220867573e-05,1348,1,5297,0.15000000000000002,253385.157093376,30594.97127593204
isotonic,243280.81978163202,27186.961028841324,0.7504247687370209,real,5319.691839488,2873.319636841188,0.8697068403908795,gate_effb0,0.8110185663658382,0.79929351467456,0.47102899544780524,0.776576958863701,0.7386616626379364,0.6542927592775389,0.5123983657109149,0.3062252776749494,0.09957961784748035,0.012156456752923985,8.677467220867573e-05,1322,1,5297,0.2,248600.51162112,30060.280665682512
isotonic,192673.992671232,21531.57957427902,0.8023409477062489,real,5319.691839488,2873.319636841188,0.7991313789359392,gate_effb0,0.8108376250638409,0.7990773429390903,0.46897862097227394,0.7764277909441004,0.7299671241807327,0.6540244469248119,0.5057213333365861,0.3018104296095127,0.09965633493489355,0.012176394409656151,8.738737951465048e-05,1047,1,5297,0.25,197993.68451072,24404.89921112021
isotonic,180528.354164736,20174.28802518407,0.8148008306588634,real,5319.691839488,2873.319636841188,0.7785016286644951,gate_effb0,0.8015071480953894,0.789932431343087,0.46610767167027634,0.7673118109781728,0.7296340343851578,0.6535346165071445,0.5056054300979582,0.3016867471506493,0.09961485850224484,0.012161942653598126,8.769698936235519e-05,981,1,5297,0.30000000000000004,185848.046004224,23047.607662025257
isotonic,180528.354164736,20174.28802518407,0.8148008306588634,real,5319.691839488,2873.319636841188,0.7785016286644951,gate_effb0,0.8015071480953894,0.789932431343087,0.46610767167027634,0.7673118109781728,0.7296340343851578,0.6535346165071445,0.5056054300979582,0.3016867471506493,0.09961485850224484,0.012161942653598126,8.769698936235519e-05,981,1,5297,0.35000000000000003,185848.046004224,23047.607662025257
isotonic,154396.828893184,17254.054692282807,0.8416084576175193,real,5319.691839488,2873.319636841188,0.7198697068403909,gate_effb0,0.801193778829286,0.7806356953302892,0.46430424491105954,0.7670623222266946,0.7293904639754275,0.6458239155383,0.5054853063393151,0.30200392244020907,0.09975789494416777,0.01160129686845865,8.785261844729282e-05,839,1,5297,0.4,159716.52073267198,20127.374329123995
isotonic,151820.48133120002,16966.144363686908,0.8442514630923164,real,5319.691839488,2873.319636841188,0.7133550488599348,gate_effb0,0.8011529678549365,0.7806060757485043,0.46426548175841464,0.7670225638942452,0.7293174431124099,0.6457776106068387,0.5053940985380814,0.3019410369819943,0.09975303028083114,0.011602137947857843,8.785261844729282e-05,825,1,5297,0.45,157140.173170688,19839.464000528096
isotonic,145563.637252096,16266.933565668296,0.8506701906739664,real,5319.691839488,2873.319636841188,0.6959826275787188,gate_effb0,0.7918648816505456,0.7804857843587597,0.4615157178472075,0.7580224862859792,0.720781344265561,0.645464396542821,0.5051311756861709,0.3017690623241026,0.09992619200467666,0.01162361123492935,8.824411852950001e-05,791,1,5297,0.5,150883.329091584,19140.253202509484
isotonic,142619.2400384,15937.893190130126,0.8536907683594488,real,5319.691839488,2873.319636841188,0.6872964169381107,gate_effb0,0.7917924233733801,0.7805059304873384,0.460850635815397,0.758033900138331,0.7207480333211076,0.6453562903880066,0.49867639107003636,0.3017624219043724,0.09992589669180847,0.011616826661059017,8.824411852950001e-05,775,1,5297,0.55,147938.93187788798,18811.212826971314
isotonic,138938.74352128,15526.592720707413,0.8574664904663016,real,5319.691839488,2873.319636841188,0.6753528773072747,gate_effb0,0.7915842491477701,0.7802830450534218,0.4598759787467458,0.7578245144226821,0.7204469170603505,0.6372374698624271,0.49836574763259084,0.3014929391043815,0.09981349955328972,0.011623161512014361,8.824411852950001e-05,755,1,5297,0.6000000000000001,144258.435360768,18399.9123575486
isotonic,113911.367204864,12729.749528632965,0.8831414007929016,real,5319.691839488,2873.319636841188,0.5819761129207384,gate_effb0,0.7625287514280276,0.7513676419594795,0.4437341690605199,0.7294038991152648,0.6931875053540741,0.6193942316105268,0.4824998282073654,0.2902595071409046,0.09698801447153116,0.011619518533591812,9.279278443308247e-05,619,1,5297,0.65,119231.059044352,15603.069165474153
isotonic,95876.93427097601,10714.377228461672,0.901642439116481,real,5319.691839488,2873.319636841188,0.509229098805646,gate_effb0,0.7231646514662732,0.7120935164288515,0.4220742069517104,0.6903440788706834,0.6547760493275575,0.5907600547273597,0.4641711157233888,0.2809238095777592,0.09289397776991451,0.01152754728309674,8.726834221883727e-05,521,1,5297,0.7000000000000001,101196.62611046401,13587.69686530286
isotonic,80970.92337664,9048.610327299684,0.9169341136492354,real,5319.691839488,2873.319636841188,0.44516829533116176,gate_effb0,0.6743603708823516,0.6634005710272128,0.3939794258489488,0.6506764822668644,0.6152785048624052,0.551823257988245,0.4285097506473041,0.2593694659536925,0.086736320961082,0.009548280535362408,9.125336496783319e-05,440,1,5297,0.75,86290.615216128,11921.929964140872
isotonic,76922.37720780801,8596.1798109347,0.9210874079667737,real,5319.691839488,2873.319636841188,0.42671009771986973,gate_effb0,0.6540753234431737,0.6431432663088033,0.37836922080743973,0.621555216339379,0.5947408905214874,0.5236471002522403,0.40920864511165833,0.24529782292188942,0.08255676870713918,0.009374468568822927,9.27058998034635e-05,418,1,5297,0.8,82242.06904729601,11469.499447775888
isotonic,73241.880690688,8184.879341511987,0.9248631300736265,real,5319.691839488,2873.319636841188,0.40825190010857765,gate_effb0,0.6346046975617717,0.6238415484951643,0.3696818225368008,0.6112229936515577,0.5761738996507529,0.5143576251379307,0.4014165330860724,0.24417082739613827,0.08213338799890695,0.00880286414232902,9.384824738398011e-05,398,1,5297,0.8500000000000001,78561.57253017601,11058.198978353175
isotonic,73241.880690688,8184.879341511987,0.9248631300736265,real,5319.691839488,2873.319636841188,0.40825190010857765,gate_effb0,0.6346046975617717,0.6238415484951643,0.3696818225368008,0.6112229936515577,0.5761738996507529,0.5143576251379307,0.4014165330860724,0.24417082739613827,0.08213338799890695,0.00880286414232902,9.384824738398011e-05,398,1,5297,0.9,78561.57253017601,11058.198978353175
isotonic,54103.298801664,6046.11690051388,0.9444968850292619,real,5319.691839488,2873.319636841188,0.30618892508143325,gate_effb0,0.5861918542550488,0.5755958657235941,0.34304535879083164,0.563508491942843,0.537953376530909,0.4780552561593065,0.37650799895097387,0.22599465957056758,0.07780492987466583,0.008743991111408873,9.716378899911582e-05,294,1,5297,0.9500000000000001,59422.990641152,8919.436537355068
isotonic,3680.49651712,411.3004694227129,0.996224277893147,real,5319.691839488,2873.319636841188,0.021715526601520086,gate_effb0,0.05910126488486583,0.059040029210100826,0.04130742989393873,0.05901760095339133,0.05882766142421756,0.058428754974699626,0.05595748483468864,0.03364887170364368,0.018918676381852042,0.009900990099009901,0.00023296447291788001,20,1,5297,1.0,9000.188356608,3284.620106263901
