calibration,detector_gflops,detector_latency_ms,filter_rate,gate,gate_gflops,gate_latency_ms,gate_recall_on_positive_tiles,label,mAP@0.50,mAP@0.55,mAP@0.5:0.95,mAP@0.60,mAP@0.65,mAP@0.70,mAP@0.75,mAP@0.80,mAP@0.85,mAP@0.90,mAP@0.95,n_accepted,n_classes,n_tiles,threshold,total_gflops,total_latency_ms
identity,974779.5025592321,108932.92932660552,0.0,real,26506.544636416,2931.176081983722,1.0,gate_ships_tiny_distill,0.8204415744462225,0.8083920694090322,0.4745778063547183,0.785614398484325,0.7388888595129612,0.6621177680880497,0.5126012729584455,0.30604430342018896,0.09943833128186223,0.012153165195450495,8.632075064524761e-05,5297,1,5297,0.0,1001286.0471956481,111864.10540858924
identity,368.049651712,41.13004694227129,0.9996224277893148,real,26506.544636416,2931.176081983722,0.0,gate_ships_tiny_distill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,5297,0.05,26874.594288128003,2972.306128925993
identity,0.0,0.0,1.0,real,26506.544636416,2931.176081983722,0.0,gate_ships_tiny_distill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5297,0.1,26506.544636416,2931.176081983722
identity,0.0,0.0,1.0,real,26506.544636416,2931.176081983722,0.0,gate_ships_tiny_distill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5297,0.15000000000000002,26506.544636416,2931.176081983722
identity,0.0,0.0,1.0,real,26506.544636416,2931.176081983722,0.0,gate_ships_tiny_distill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5297,0.2,26506.544636416,2931.176081983722
identity,0.0,0.0,1.0,real,26506.544636416,2931.176081983722,0.0,gate_ships_tiny_distill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5297,0.25,26506.544636416,2931.176081983722
identity,0.0,0.0,1.0,real,26506.544636416,2931.176081983722,0.0,gate_ships_tiny_distill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5297,0.30000000000000004,26506.544636416,2931.176081983722
identity,0.0,0.0,1.0,real,26506.544636416,2931.176081983722,0.0,gate_ships_tiny_distill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5297,0.35000000000000003,26506.544636416,2931.176081983722
identity,0.0,0.0,1.0,real,26506.544636416,2931.176081983722,0.0,gate_ships_tiny_distill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5297,0.4,26506.544636416,2931.176081983722
identity,0.0,0.0,1.0,real,26506.544636416,2931.176081983722,0.0,gate_ships_tiny_distill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5297,0.45,26506.544636416,2931.176081983722
